#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-08-29T15:01:58 [V7.32.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-08-29T15:01:58	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=Vmag
#Vmag=<=8
#-out=B-V
#HIPep=HIPep
#Erratum=Erratum
#-out=_RA.icrs
#_RA.icrs=!null
#-out=_DE.icrs
#_DE.icrs=!null
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.4	
#INFO	-out.max=unlimited	

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	
#INFO	publisher=CDS	
#INFO	creator=ESA 1997	
#INFO	related_resource=bibcode:1997HIP...C......0E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	
#INFO	publication_date=2021-11-18	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
_RAJ2000	_DEJ2000	HIP	Vmag	B-V	_RA.icrs	_DE.icrs
141.2189159763	-06.0088615468	 46163	 7.77	 1.617	141.21891598	-06.00886155
141.2217932436	-04.2829337058	 46165	 6.92	 0.436	141.22179324	-04.28293371
141.2282394385	-10.9347431683	 46167	 7.66	-0.005	141.22823944	-10.93474317
141.2320055053	+51.5738960957	 46168	 6.30	 0.774	141.23200551	+51.57389610
141.2346252128	-50.2861724644	 46171	 7.83	 1.210	141.23462521	-50.28617246
141.2347927187	-64.7081308100	 46173	 7.43	 0.115	141.23479272	-64.70813081
141.2389756944	-67.9215119704	 46177	 7.72	 0.473	141.23897569	-67.92151197
141.2499495874	-17.2187239696	 46181	 7.28	 0.387	141.24994959	-17.21872397
141.2511691719	-35.9052902961	 46182	 7.70	 0.223	141.25116917	-35.90529030
141.2525964912	-77.2523322590	 46185	 7.73	 1.810	141.25259649	-77.25233226
141.2556979022	-45.3763610003	 46188	 7.94	 1.720	141.25569790	-45.37636100
141.2779932631	-38.0798263340	 46192	 7.93	-0.054	141.27799326	-38.07982633
141.2827333166	-43.9766025889	 46194	 6.31	 1.526	141.28273332	-43.97660259
141.3147675906	-46.9428991600	 46204	 7.12	 1.360	141.31476759	-46.94289916
141.3153786225	+44.6254907425	 46207	 7.86	 1.262	141.31537862	+44.62549074
141.3191296113	-65.2702637448	 46208	 6.91	 0.299	141.31912961	-65.27026374
141.3277324539	-28.9790186539	 46212	 7.78	 1.516	141.32773245	-28.97901865
141.3276992983	-00.8372467362	 46211	 7.98	 0.225	141.32769930	-00.83724674
141.3303341610	-54.4637663629	 46214	 6.90	 1.395	141.33033416	-54.46376636
141.3443996306	+06.2582722265	 46217	 7.36	 1.186	141.34439963	+06.25827223
141.3501477775	-05.1173937236	 46221	 5.60	 1.523	141.35014778	-05.11739372
141.3626349447	-06.4045211633	 46223	 7.01	 0.280	141.36263494	-06.40452116
141.3634763751	-61.9504760491	 46225	 5.77	 0.137	141.36347638	-61.95047605
141.3723667355	+30.4932008322	 46227	 7.72	 0.958	141.37236674	+30.49320083
141.3795145208	-75.7731159910	 46229	 7.84	 0.943	141.37951452	-75.77311599
141.3854203120	+16.5855875760	 46232	 6.31	 0.968	141.38542031	+16.58558758
141.3965848467	-55.0068288568	 46234	 7.52	 1.114	141.39658485	-55.00682886
141.3996195250	-05.8769046682	 46235	 7.50	 0.491	141.39961952	-05.87690467
141.4013301974	-53.2518245263	 46236	 6.98	 0.507	141.40133020	-53.25182453
141.4044207456	-25.3370961014	 46238	 6.72	-0.033	141.40442075	-25.33709610
141.4076874128	+54.0159184831	 46239	 7.36	 0.173	141.40768741	+54.01591848
141.4145320971	-40.3141157086	 46244	 7.38	 1.524	141.41453210	-40.31411571
141.4230684618	-34.3223718661	 46245	 7.95	 0.990	141.42306846	-34.32237187
141.4340442530	+63.9409394108	 46247	 6.24	 1.465	141.43404425	+63.94093941
141.4375975528	+32.7621413924	 46248	 7.39	 0.921	141.43759755	+32.76214139
141.4827262769	-20.7617623878	 46258	 7.24	 0.257	141.48272628	-20.76176239
141.4866405513	-17.9473538578	 46259	 6.95	 0.983	141.48664055	-17.94735386
141.4955432973	-31.3690217537	 46263	 7.86	 0.136	141.49554330	-31.36902175
141.4959390142	-56.0894169940	 46265	 7.31	-0.004	141.49593901	-56.08941699
141.5011084463	+03.0302947732	 46267	 7.61	 0.915	141.50110845	+03.03029477
141.5108634184	-35.9686131501	 46271	 7.97	 0.265	141.51086342	-35.96861315
141.5158744784	-01.2349399058	 46273	 6.58	 1.417	141.51587448	-01.23493991
141.5173446946	-59.7440807992	 46274	 7.26	 1.326	141.51734469	-59.74408080
141.5339016039	-47.7632614728	 46277	 7.71	 1.272	141.53390160	-47.76326147
141.5459217710	-30.0348012214	 46279	 7.19	 0.046	141.54592177	-30.03480122
141.5477860679	+70.3494105673	 46280	 7.34	 1.058	141.54778607	+70.34941057
141.5748251834	-53.3789089880	 46283	 5.09	-0.102	141.57482518	-53.37890899
141.5929536691	-01.4640782318	 46288	 6.01	 1.313	141.59295367	-01.46407823
141.6024050350	-42.2511512143	 46290	 6.67	 0.435	141.60240503	-42.25115121
141.6058153044	-46.1255004606	 46293	 7.99	 0.183	141.60581530	-46.12550046
141.6160057405	-54.8743734811	 46296	 7.16	-0.101	141.61600574	-54.87437348
141.6185796405	-40.5017064993	 46297	 6.19	 0.251	141.61857964	-40.50170650
141.6435605768	+19.0599331699	 46304	 7.50	 0.205	141.64356058	+19.05993317
141.6468860054	-33.8973963519	 46305	 7.00	 1.172	141.64688601	-33.89739635
141.6480770339	+06.5304727157	 46306	 7.94	 0.382	141.64807703	+06.53047272
141.6578436741	+16.6983044689	 46311	 7.97	 1.621	141.65784367	+16.69830447
141.6654354062	-24.1678547055	 46313	 6.91	-0.003	141.66543541	-24.16785471
141.6691639625	-44.2395951061	 46319	 7.50	 0.020	141.66916396	-44.23959511
141.6709816403	-16.4444618124	 46320	 7.43	 0.973	141.67098164	-16.44446181
141.6716786643	+36.4574511769	 46321	 6.99	 0.458	141.67167866	+36.45745118
141.6753252379	-55.9593812419	 46322	 7.90	 1.452	141.67532524	-55.95938124
141.6784727717	-14.4907464837	 46324	 7.91	 0.701	141.67847277	-14.49074648
141.6837247230	-64.9297008308	 46328	 6.05	 0.147	141.68372472	-64.92970083
141.6870861069	-28.7876959797	 46329	 6.12	-0.089	141.68708611	-28.78769598
141.6960292187	-59.5787756212	 46333	 6.52	-0.080	141.69602922	-59.57877562
141.7013672394	+14.4939702792	 46335	 7.77	 0.308	141.70136724	+14.49397028
141.7037922509	-19.1551208919	 46336	 6.96	 0.168	141.70379225	-19.15512089
141.7045320913	+41.0241842930	 46337	 7.43	 1.400	141.70453209	+41.02418429
141.7221868556	-54.3517327957	 46342	 6.86	 1.063	141.72218686	-54.35173280
141.7319926982	+49.6924622404	 46344	 7.99	 1.622	141.73199270	+49.69246224
141.7362689280	+14.3031115301	 46345	 6.83	 1.387	141.73626893	+14.30311153
141.7455188851	-48.6940616087	 46348	 6.81	-0.036	141.74551889	-48.69406161
141.7533936700	-16.0131715573	 46350	 6.97	 1.483	141.75339367	-16.01317156
141.7558067823	+47.7732230778	 46351	 7.57	 0.307	141.75580678	+47.77322308
141.7660348433	-12.9093749235	 46353	 7.77	 0.284	141.76603484	-12.90937492
141.7762865118	-71.6018950977	 46358	 5.46	 1.079	141.77628651	-71.60189510
141.7978236138	-13.9012484157	 46362	 7.51	 1.450	141.79782361	-13.90124842
141.8090298194	-33.7913485679	 46363	 7.16	 1.154	141.80902982	-33.79134857
141.8107741494	-48.8462493654	 46364	 7.76	-0.107	141.81077415	-48.84624937
141.8110033384	-09.2237124362	 46365	 6.53	 0.053	141.81100334	-09.22371244
141.8196163488	+06.2328232757	 46367	 6.90	 0.519	141.81961635	+06.23282328
141.8240624123	-66.5737265426	 46370	 7.82	-0.028	141.82406241	-66.57372654
141.8266901378	-22.3437825959	 46371	 4.72	 1.154	141.82669014	-22.34378260
141.8454839495	-36.8801499437	 46376	 7.81	 0.275	141.84548395	-36.88014994
141.8822105166	+42.7643158223	 46387	 7.43	 0.290	141.88221052	+42.76431582
141.8818221132	-58.0945520872	 46388	 7.20	 0.605	141.88182211	-58.09455209
141.8854131005	-03.7977399429	 46389	 7.91	 0.523	141.88541310	-03.79773994
141.8968469752	-08.6586025340	 46390	 1.99	 1.440	141.89684698	-08.65860253
141.9013967934	+12.4002152926	 46392	 7.46	 1.154	141.90139679	+12.40021529
141.9100133498	-35.0074095464	 46396	 6.63	 0.207	141.91001335	-35.00740955
141.9244392051	-81.8403497584	 46399	 7.88	 1.493	141.92443921	-81.84034976
141.9306632794	+07.3678239553	 46400	 7.90	 1.022	141.93066328	+07.36782396
141.9433873097	-42.5783329246	 46402	 7.34	 0.046	141.94338731	-42.57833292
141.9449187018	-06.0711872062	 46404	 5.38	 0.642	141.94491870	-06.07118721
141.9543515315	-71.7811015428	 46407	 6.33	 0.413	141.95435153	-71.78110154
141.9576548849	+45.7531837100	 46408	 7.99	 1.030	141.95765488	+45.75318371
141.9649637014	+75.0983409579	 46410	 6.20	 0.115	141.96496370	+75.09834096
141.9709881594	-22.5285456405	 46412	 7.22	 1.039	141.97098816	-22.52854564
141.9747697726	-14.8682554301	 46413	 7.43	 0.534	141.97476977	-14.86825543
141.9810358843	+13.7488769861	 46415	 7.79	 0.834	141.98103588	+13.74887699
141.9886736498	-55.3348876319	 46420	 7.79	-0.109	141.98867365	-55.33488763
141.9890572166	-53.5173034748	 46421	 6.74	 0.443	141.98905722	-53.51730347
142.0259777030	-10.0246017550	 46429	 7.26	 1.168	142.02597770	-10.02460175
142.0553006445	-07.7207375964	 46435	 6.99	 1.609	142.05530064	-07.72073760
142.0604294166	+05.9049249221	 46437	 7.51	 0.951	142.06042942	+05.90492492
142.0607764630	-34.9041300122	 46438	 7.38	-0.013	142.06077646	-34.90413001
142.0855125720	-09.9868741314	 46443	 6.78	 1.014	142.08551257	-09.98687413
142.0871064568	-49.6548277437	 46445	 7.27	 0.409	142.08710646	-49.65482774
142.0872547853	-10.3188414237	 46444	 7.85	 1.427	142.08725479	-10.31884142
142.1042878547	+61.7311903921	 46448	 7.90	 1.429	142.10428785	+61.73119039
142.1061246256	-09.1967129025	 46450	 7.79	 1.079	142.10612463	-09.19671290
142.1096112990	-72.4223620042	 46452	 7.76	-0.056	142.10961130	-72.42236200
142.1119194745	+12.6749912686	 46453	 7.69	 0.669	142.11191947	+12.67499127
142.1141699341	+09.0567777268	 46454	 5.40	 0.605	142.11416993	+09.05677773
142.1191217880	-59.1499045055	 46456	 7.41	 1.268	142.11912179	-59.14990451
142.1215706093	+08.1882984232	 46457	 5.72	 1.045	142.12157061	+08.18829842
142.1272792120	-66.7018773718	 46460	 5.90	 0.012	142.12727921	-66.70187737
142.1394403242	+12.3853128217	 46464	 6.88	 1.040	142.13944032	+12.38531282
142.1424246586	-45.4977597040	 46465	 7.13	-0.124	142.14242466	-45.49775970
142.1447559416	-16.5237293219	 46466	 7.78	 0.496	142.14475594	-16.52372932
142.1615029519	-25.4335571444	 46469	 7.12	 0.228	142.16150295	-25.43355714
142.1660939807	-45.5003676075	 46470	 7.62	-0.147	142.16609398	-45.50036761
142.1666221565	+45.6014831028	 46471	 5.40	 0.993	142.16662216	+45.60148310
142.1752560802	-10.2711094933	 46474	 7.75	 0.091	142.17525608	-10.27110949
142.1769393738	-20.7998986529	 46475	 7.84	 0.043	142.17693937	-20.79989865
142.1771929214	-35.6127690422	 46476	 7.79	 0.478	142.17719292	-35.61276904
142.1962682331	-62.2731343232	 46482	 5.91	 1.102	142.19626823	-62.27313432
142.2187247710	+12.5839764240	 46486	 7.72	 1.316	142.21872477	+12.58397642
142.2466627219	+50.0311208664	 46496	 7.07	 1.540	142.24666272	+50.03112087
142.2595824334	-01.2569129747	 46504	 6.27	 0.274	142.25958243	-01.25691297
142.2870737627	-02.7689639262	 46509	 4.59	 0.411	142.28707376	-02.76896393
142.3026759026	-20.7491275119	 46511	 5.66	 1.587	142.30267590	-20.74912751
142.3113318686	-35.9513354771	 46515	 4.51	 1.408	142.31133187	-35.95133548
142.3173892389	-38.4035416136	 46517	 6.15	 0.216	142.31738924	-38.40354161
142.3179016709	-52.4245731261	 46518	 7.25	-0.062	142.31790167	-52.42457313
142.3216856725	-13.7368157110	 46519	 7.13	 1.659	142.32168567	-13.73681571
142.3253688862	-33.6725367178	 46521	 7.48	 1.634	142.32536889	-33.67253672
142.3269721365	-03.1654369964	 46522	 6.95	 0.290	142.32697214	-03.16543700
142.3278201868	-44.5389464675	 46523	 7.01	 0.540	142.32782019	-44.53894647
142.3395188895	+56.2409156049	 46524	 6.89	 0.388	142.33951889	+56.24091560
142.3437700001	-43.1902506137	 46526	 6.60	 0.479	142.34377000	-43.19025061
142.3518415192	-02.2051718407	 46529	 6.14	 0.222	142.35184152	-02.20517184
142.3613440867	-17.5052935567	 46533	 7.09	 0.110	142.36134409	-17.50529356
142.3690475406	-44.5323524481	 46535	 6.98	 0.502	142.36904754	-44.53235245
142.3698635432	-34.0298611857	 46536	 7.61	 0.516	142.36986354	-34.02986119
142.3697766476	-56.5372458941	 46537	 7.64	 0.206	142.36977665	-56.53724589
142.3850671670	-04.2466364103	 46543	 6.25	 0.838	142.38506717	-04.24663641
142.3872500940	+17.6518635603	 46545	 7.26	 1.489	142.38725009	+17.65186356
142.3879098299	-62.3609051025	 46546	 6.54	 0.109	142.38790983	-62.36090510
142.3913058970	-41.9100747407	 46547	 7.98	 0.429	142.39130590	-41.91007474
142.4017314988	-03.1224269893	 46552	 7.41	 0.659	142.40173150	-03.12242699
142.4027635894	-58.2991289061	 46553	 6.75	 1.014	142.40276359	-58.29912891
142.4053647328	-50.6037258330	 46554	 7.11	 0.386	142.40536473	-50.60372583
142.4078726957	-54.7225827625	 46555	 7.99	 0.099	142.40787270	-54.72258276
142.4169291447	-82.2632727874	 46557	 7.64	 0.058	142.41692914	-82.26327279
142.4185058245	-26.5942348750	 46558	 6.52	 0.923	142.41850582	-26.59423487
142.4307575267	-33.3104392817	 46562	 7.93	 1.322	142.43075753	-33.31043928
142.4411335402	-25.5282169003	 46564	 7.46	 1.136	142.44113354	-25.52821690
142.4488831447	+55.7452330421	 46566	 6.50	 0.394	142.44888314	+55.74523304
142.4578083415	-23.3453424736	 46569	 6.26	 1.559	142.45780834	-23.34534247
142.4609044243	-43.9589119257	 46571	 7.25	 0.076	142.46090442	-43.95891193
142.4724188681	-44.9091818239	 46577	 7.95	 0.407	142.47241887	-44.90918182
142.4771004518	-26.5896155929	 46578	 5.49	 1.345	142.47710045	-26.58961559
142.4784353646	+05.6551343598	 46580	 7.20	 1.002	142.47843536	+05.65513436
142.4816121185	+33.5515838000	 46581	 7.46	 1.149	142.48161212	+33.55158380
142.4926312709	-28.2429844221	 46585	 7.33	-0.013	142.49263127	-28.24298442
142.5080848912	+42.2636582441	 46587	 7.91	 0.440	142.50808489	+42.26365824
142.5117046160	+32.0412331031	 46590	 7.96	 0.624	142.51170462	+32.04123310
142.5208546790	-28.5936599151	 46593	 7.40	 1.252	142.52085468	-28.59365992
142.5212923663	-51.5171641379	 46594	 5.45	-0.078	142.52129237	-51.51716414
142.5373390415	-67.2014660496	 46600	 7.91	 1.249	142.53733904	-67.20146605
142.5409393081	-30.1442677478	 46601	 7.70	 1.508	142.54093931	-30.14426775
142.5412464345	-06.0022102907	 46602	 7.89	 0.166	142.54124643	-06.00221029
142.5490307104	+31.3271028058	 46604	 7.81	-0.009	142.54903071	+31.32710281
142.5587457957	-24.2740663873	 46609	 6.57	 1.422	142.55874580	-24.27406639
142.5718491423	-40.3458765348	 46612	 7.91	 1.671	142.57184914	-40.34587653
142.5806574726	-44.8598400393	 46615	 7.58	 0.491	142.58065747	-44.85984004
142.5821930448	-33.4038714437	 46616	 6.87	 1.291	142.58219304	-33.40387144
142.5913002729	-31.5499562029	 46617	 7.17	 0.376	142.59130027	-31.54995620
142.5936803886	-15.5773518053	 46618	 5.86	 1.193	142.59368039	-15.57735181
142.5975887667	-58.3618395570	 46620	 5.88	 1.676	142.59758877	-58.36183956
142.5981245433	+21.8126884262	 46621	 6.94	 0.240	142.59812454	+21.81268843
142.6380201613	-45.5705602979	 46630	 6.62	 1.174	142.63802016	-45.57056030
142.6461794010	+01.2572561171	 46633	 7.43	 0.053	142.64617940	+01.25725612
142.6596402928	+44.7694075216	 46642	 7.34	 0.205	142.65964029	+44.76940752
142.6677157280	-28.7664826883	 46646	 6.57	 1.226	142.66771573	-28.76648269
142.6704320183	-25.6161767328	 46647	 7.61	 0.213	142.67043202	-25.61617673
142.6723113602	-04.0653930093	 46648	 7.09	 1.419	142.67231136	-04.06539301
142.6738516738	+13.4959445539	 46650	 7.67	 1.052	142.67385167	+13.49594455
142.6750005457	-40.4667693825	 46651	 3.60	 0.371	142.67500055	-40.46676938
142.6800780109	+33.6557106501	 46652	 5.87	 1.032	142.68007801	+33.65571065
142.6920766283	-31.8892218200	 46657	 5.75	 0.066	142.69207663	-31.88922182
142.7123403782	+34.2109332497	 46663	 7.52	 1.568	142.71234038	+34.21093325
142.7178026535	-21.7180008996	 46665	 7.97	 1.350	142.71780265	-21.71800090
142.7297800757	-05.6615022624	 46669	 6.84	 1.050	142.72978008	-05.66150226
142.7357414726	+44.6839098293	 46673	 7.68	 1.700	142.73574147	+44.68390983
142.7552361548	+10.1553896261	 46681	 7.99	 0.200	142.75523615	+10.15538963
142.7756238816	+25.0471768508	 46689	 7.79	 1.528	142.77562388	+25.04717685
142.7757952570	+03.0797977451	 46690	 7.27	 0.511	142.77579526	+03.07979775
142.7838386049	+73.9582942669	 46693	 7.42	 1.432	142.78383860	+73.95829427
142.7911908948	+67.5412323451	 46696	 7.53	 0.135	142.79119089	+67.54123235
142.7917464556	-35.9258298430	 46697	 7.81	 0.098	142.79174646	-35.92582984
142.8053716195	+58.7565226060	 46700	 7.44	 1.397	142.80537162	+58.75652261
142.8054951911	-57.0343768221	 46701	 3.16	 1.538	142.80549519	-57.03437682
142.8224409835	+27.3872419814	 46704	 6.64	 0.080	142.82244098	+27.38724198
142.8288410896	-03.3215362993	 46708	 7.70	 1.011	142.82884109	-03.32153630
142.8290113546	-47.9525091522	 46709	 6.53	 0.267	142.82901135	-47.95250915
142.8336759376	-24.3437261540	 46712	 7.39	 1.450	142.83367594	-24.34372615
142.8340821688	+12.8588487937	 46713	 6.92	 1.055	142.83408217	+12.85884879
142.8423718737	-53.7966376297	 46715	 7.90	 0.035	142.84237187	-53.79663763
142.8472403031	-08.1445160217	 46717	 7.73	 1.227	142.84724030	-08.14451602
142.8485927732	+02.2786786265	 46718	 7.95	 1.004	142.84859277	+02.27867863
142.8536813179	-73.7470334073	 46720	 7.33	 0.402	142.85368132	-73.74703341
142.8611920589	-18.4170406478	 46722	 7.98	 1.645	142.86119206	-18.41704065
142.8687901840	-12.0623867316	 46725	 7.00	 1.028	142.86879018	-12.06238673
142.8719553816	-23.5059396635	 46727	 7.68	 0.256	142.87195538	-23.50593966
142.8783104058	-36.7504653636	 46730	 7.17	 0.958	142.87831041	-36.75046536
142.8802477028	+01.4652573011	 46732	 6.81	 0.552	142.88024770	+01.46525730
142.8821172698	+63.0618607335	 46733	 3.65	 0.360	142.88211727	+63.06186073
142.8839953492	-31.8718313487	 46734	 5.91	 0.258	142.88399535	-31.87183135
142.8850429046	+35.1032726484	 46735	 5.39	 1.543	142.88504290	+35.10327265
142.8876918885	-35.7147504131	 46736	 5.86	 1.287	142.88769189	-35.71475041
142.8875945684	-66.7190265902	 46737	 6.27	 1.348	142.88759457	-66.71902659
142.8956983798	+20.2706560880	 46739	 7.32	 1.028	142.89569838	+20.27065609
142.8962789457	-51.2519106350	 46740	 7.99	 0.250	142.89627895	-51.25191063
142.9011365381	-73.0809127193	 46741	 5.46	 1.556	142.90113654	-73.08091272
142.9124498917	-10.5520129279	 46744	 6.13	 0.261	142.91244989	-10.55201293
142.9125922761	+15.7701147939	 46745	 7.66	 1.154	142.91259228	+15.77011479
142.9266475196	+36.4290910180	 46749	 6.89	 1.435	142.92664752	+36.42909102
142.9301170000	+22.9679705611	 46750	 4.32	 1.541	142.93011700	+22.96797056
142.9333635842	+20.0054886107	 46751	 7.39	 1.281	142.93336358	+20.00548861
142.9396794101	-70.4696158919	 46755	 7.03	-0.037	142.93967941	-70.46961589
142.9449077372	-03.3842532304	 46756	 7.75	 0.177	142.94490774	-03.38425323
142.9479043030	-07.4960957268	 46758	 7.80	 0.273	142.94790430	-07.49609573
142.9594553271	-72.4683724692	 46760	 7.72	-0.036	142.95945533	-72.46837247
142.9654458092	-05.0800134582	 46762	 7.68	 0.184	142.96544581	-05.08001346
142.9709653719	+72.1113321414	 46763	 7.52	 1.004	142.97096537	+72.11133214
142.9734643461	-56.9889003528	 46765	 7.13	-0.018	142.97346435	-56.98890035
142.9821204293	-10.3703414984	 46768	 6.12	 1.183	142.98212043	-10.37034150
142.9864117041	+11.2998265333	 46771	 4.99	 1.046	142.98641170	+11.29982653
142.9899055279	+09.7157667000	 46774	 5.07	 1.364	142.98990553	+09.71576670
142.9955337171	-01.1846637862	 46776	 4.54	 0.109	142.99553372	-01.18466379
143.0030644444	-38.9377141350	 46779	 7.55	 0.019	143.00306444	-38.93771413
143.0066807443	-48.1948308688	 46782	 7.63	 1.111	143.00668074	-48.19483087
143.0127908312	-61.2348897348	 46786	 7.14	 0.054	143.01279083	-61.23488973
143.0167168658	+26.8278737215	 46787	 7.97	 1.030	143.01671687	+26.82787372
143.0174611063	-53.5419742233	 46789	 7.68	-0.077	143.01746111	-53.54197422
143.0223724932	-49.4019835029	 46793	 7.70	 1.010	143.02237249	-49.40198350
143.0492764735	-03.5150265039	 46799	 7.99	 0.830	143.04927647	-03.51502650
143.0550973260	+21.8563943296	 46804	 7.48	 0.990	143.05509733	+21.85639433
143.0601941410	+43.7385567222	 46805	 7.67	 0.553	143.06019414	+43.73855672
143.0608391679	-62.7888739679	 46806	 7.43	 0.906	143.06083917	-62.78887397
143.0708957349	-47.1463324635	 46808	 7.75	 0.345	143.07089573	-47.14633246
143.0766097056	-28.6277695258	 46810	 6.43	 0.358	143.07660971	-28.62776953
143.0803257602	-40.6493348899	 46811	 5.35	 0.897	143.08032576	-40.64933489
143.0846500945	+10.7764933850	 46812	 7.93	 0.239	143.08465009	+10.77649338
143.0850361711	-19.4003035258	 46813	 5.74	 0.135	143.08503617	-19.40030353
143.1065344227	-11.1846346555	 46816	 7.82	 0.933	143.10653442	-11.18463466
143.1128188822	-41.1800084454	 46818	 7.77	 0.665	143.11281888	-41.18000845
143.1330303758	-60.5234436015	 46825	 7.38	 0.574	143.13303038	-60.52344360
143.1348151904	+07.0634355608	 46826	 7.31	 1.555	143.13481519	+07.06343556
143.1349347840	-65.3784128660	 46827	 7.56	 1.445	143.13493478	-65.37841287
143.1602448285	+48.1668176287	 46835	 7.95	 0.218	143.16024483	+48.16681763
143.1696545835	+19.8557151789	 46838	 7.95	 1.011	143.16965458	+19.85571518
143.1715379006	-54.8307902105	 46839	 7.15	 0.068	143.17153790	-54.83079021
143.1724761070	+01.8641513685	 46840	 6.11	 0.614	143.17247611	+01.86415137
143.1728173013	-27.4148127551	 46841	 7.38	 1.634	143.17281730	-27.41481276
143.1823301220	+26.9885302522	 46843	 7.05	 0.779	143.18233012	+26.98853025
143.1956097330	-57.0942960587	 46847	 7.14	-0.056	143.19560973	-57.09429606
143.2047731878	-72.6761182958	 46849	 7.70	 0.121	143.20477319	-72.67611830
143.2158714759	-54.5960626897	 46852	 7.97	 0.017	143.21587148	-54.59606269
143.2143097355	+51.6773002159	 46853	 3.17	 0.475	143.21430974	+51.67730022
143.2287188127	-14.0006892921	 46855	 7.10	 0.993	143.22871881	-14.00068929
143.2317367155	-22.5219246726	 46858	 7.97	 0.490	143.23173672	-22.52192467
143.2323924767	-13.5168036707	 46859	 5.95	 1.501	143.23239248	-13.51680367
143.2574548172	+43.3106268675	 46867	 7.97	 0.997	143.25745482	+43.31062687
143.2577679608	+30.5693059825	 46868	 7.80	 1.253	143.25776796	+30.56930598
143.2582209078	-08.5053739972	 46869	 6.12	 0.974	143.25822091	-08.50537400
143.2622708997	-86.0096484274	 46870	 7.60	 0.537	143.26227090	-86.00964843
143.2807661576	+49.4386704021	 46873	 6.76	 0.120	143.28076616	+49.43867040
143.2820018148	-39.1290735123	 46874	 6.43	 0.337	143.28200181	-39.12907351
143.2910324529	-36.4046326517	 46877	 7.53	 0.113	143.29103245	-36.40463265
143.2968699763	+45.5137579080	 46879	 6.49	 1.141	143.29686998	+45.51375791
143.3019161949	-21.1157223629	 46880	 5.02	 1.023	143.30191619	-21.11572236
143.3050144187	-45.2085802046	 46881	 7.77	 0.269	143.30501442	-45.20858020
143.3154228308	+83.7416107603	 46883	 7.86	 1.130	143.31542283	+83.74161076
143.3202616877	-38.6375474511	 46888	 7.24	 0.663	143.32026169	-38.63754745
143.3222767044	-57.9634267729	 46889	 6.82	 0.019	143.32227670	-57.96342677
143.3236417617	-21.3920380865	 46890	 6.68	 0.012	143.32364176	-21.39203809
143.3235684231	-86.0100689333	 46892	 7.08	 0.431	143.32356842	-86.01006893
143.3262110435	+28.3679395787	 46891	 6.50	 0.128	143.32621104	+28.36793958
143.3329398757	-07.1902043701	 46893	 6.25	 1.170	143.33293988	-07.19020437
143.3585472580	-22.8638835031	 46897	 5.92	 0.023	143.35854726	-22.86388350
143.3765122117	+36.4869495284	 46904	 6.19	 1.264	143.37651221	+36.48694953
143.3777189247	-58.3862505650	 46905	 7.95	 0.004	143.37771892	-58.38625056
143.4108129754	+18.7366097626	 46910	 7.99	 1.018	143.41081298	+18.73660976
143.4326185851	-60.6277007245	 46912	 6.99	 1.137	143.43261859	-60.62770072
143.4355795863	-49.0050718597	 46914	 5.12	-0.114	143.43557959	-49.00507186
143.4440851053	-49.7252491059	 46918	 7.54	 0.950	143.44408511	-49.72524911
143.4439459085	+62.8278484387	 46919	 7.86	 0.970	143.44394591	+62.82784844
143.4538940587	+52.4439329464	 46921	 7.73	 0.205	143.45389406	+52.44393295
